freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction
FL250501,Jacob Mclaughlin,MALE,55.0,Australia,English,Data Analysis,7.0,100.0,2.1,False,0.66
FL250502,Michael Nunez,MALE,32.0,Mexico,Spanish,DevOps,1.0,50.0,2.6,True,0.7
FL250503,Isabel Brown,FEMALE,21.0,Japan,Japanese,UI/UX Design,0.0,30.0,4.2,True,0.79
FL250504,Michael Stein,MALE,23.0,South Korea,Korean,Blockchain Development,1.0,40.0,0.0,False,0.64
FL250505,Robert Stone,MALE,21.0,United Kingdom,English,Mobile Apps,1.0,30.0,1.0,False,0.81
FL250506,Dillon Henry,MALE,31.0,Argentina,Spanish,AI,7.0,75.0,4.4,False,0.83
FL250507,James Todd,MALE,21.0,Mexico,Spanish,Blockchain Development,9.0,40.0,4.0,False,0.91
FL250508,Clifford Moore MD,MALE,33.0,United Kingdom,English,Cybersecurity,6.0,50.0,3.1,False,0.79
FL250509,John Rios,MALE,57.0,Brazil,Portuguese,Web Development,5.0,75.0,1.1,True,0.77
FL250510,Anthony Gaines,MALE,52.0,United States,English,DevOps,17.0,75.0,0.0,False,0.94
FL250511,Kristi Brown DVM,FEMALE,21.0,Germany,German,Web Development,0.0,20.0,3.8,True,0.61
FL250512,Ashley Odonnell,FEMALE,36.0,Argentina,Spanish,UI/UX Design,8.0,100.0,1.7,False,0.68
FL250513,Ronald Elliott,MALE,33.0,Spain,Spanish,Machine Learning,13.0,50.0,2.2,False,0.7
FL250514,Lorraine Lowery,FEMALE,54.0,United Kingdom,English,Data Analysis,15.0,40.0,4.1,True,0.71
FL250515,Victoria Chapman,FEMALE,33.0,United States,English,Blockchain Development,2.0,100.0,3.8,False,0.79
FL250516,Heather Davis,FEMALE,36.0,Japan,Japanese,Machine Learning,9.0,30.0,0.0,True,0.78
FL250517,Diana Chase,FEMALE,36.0,Turkey,Turkish,AI,3.0,50.0,0.0,False,0.75
FL250518,Danielle Adkins,FEMALE,43.0,China,Mandarin,AI,15.0,20.0,4.2,True,0.91
FL250519,Kenneth Arias,MALE,52.0,United Kingdom,English,Data Analysis,21.0,75.0,2.2,True,0.66
FL250520,Victoria Owen,FEMALE,28.0,Indonesia,Indonesian,Cybersecurity,2.0,75.0,1.5,True,0.68
FL250521,Christina King,FEMALE,47.0,China,Mandarin,Cybersecurity,21.0,100.0,0.0,False,0.79
FL250522,Samantha King,FEMALE,30.0,France,French,DevOps,0.0,100.0,4.1,False,0.62
FL250523,Scott Compton,MALE,36.0,Egypt,Arabic,Blockchain Development,4.0,40.0,2.6,False,0.9
FL250524,Monica West,FEMALE,45.0,United States,English,UI/UX Design,23.0,100.0,2.4,False,0.96
FL250525,Theresa Stewart,FEMALE,51.0,United States,English,Blockchain Development,25.0,50.0,1.4,True,0.6
FL250526,Steven Kim,MALE,46.0,Turkey,Turkish,Mobile Apps,10.0,40.0,4.6,True,0.62
FL250527,Kristi Knight,FEMALE,38.0,Italy,Italian,Data Analysis,18.0,40.0,4.9,False,0.74
FL250528,Jason Bryant,MALE,26.0,Spain,Spanish,Blockchain Development,1.0,20.0,0.0,True,0.79
FL250529,Maureen Keith,FEMALE,40.0,United Kingdom,English,DevOps,12.0,30.0,3.5,False,0.98
FL250530,Shawn Hogan,MALE,37.0,Germany,German,Machine Learning,9.0,40.0,1.7,True,0.63
FL250531,William Davis,MALE,28.0,Canada,English,Blockchain Development,5.0,50.0,0.0,True,0.96
FL250532,Stacy Bailey,FEMALE,48.0,India,Hindi,Mobile Apps,28.0,20.0,0.0,False,0.88
FL250533,Thomas Dixon,MALE,22.0,India,Hindi,AI,0.0,40.0,4.6,False,0.79
FL250534,Maria Hall,FEMALE,41.0,Germany,German,Web Development,14.0,40.0,1.1,True,0.73
FL250535,Tony Lee,MALE,38.0,United States,English,Graphic Design,15.0,40.0,4.2,False,0.88
FL250536,Catherine Mccoy MD,FEMALE,31.0,South Africa,Afrikaans,UI/UX Design,9.0,40.0,0.0,False,0.91
FL250537,Maria Benitez,FEMALE,30.0,China,Mandarin,Mobile Apps,9.0,30.0,3.9,False,0.65
FL250538,Joshua Chambers,MALE,51.0,Mexico,Spanish,UI/UX Design,22.0,20.0,3.4,True,0.9
FL250539,Janice Daniels,FEMALE,21.0,Germany,German,DevOps,0.0,20.0,2.6,False,0.72
FL250540,Carla Wood,FEMALE,20.0,Italy,Italian,DevOps,1.0,40.0,2.3,True,0.72
FL250541,Kenneth Vasquez,MALE,30.0,Japan,Japanese,Blockchain Development,5.0,30.0,4.8,False,0.79
FL250542,Kevin Smith,MALE,41.0,China,Mandarin,Data Analysis,0.0,40.0,4.5,False,0.68
FL250543,Thomas Kim,MALE,22.0,Spain,Spanish,Blockchain Development,0.0,30.0,0.0,False,0.87
FL250544,Sean Park,MALE,45.0,Mexico,Spanish,Cybersecurity,19.0,75.0,0.0,False,0.72
FL250545,Judith Poole,FEMALE,22.0,Australia,English,Data Analysis,2.0,40.0,1.1,False,0.76
FL250546,Melanie Baird,FEMALE,20.0,Turkey,Turkish,Mobile Apps,0.0,100.0,0.0,False,0.63
FL250547,Erika Mitchell,FEMALE,20.0,Canada,English,Data Analysis,2.0,40.0,2.6,True,0.91
FL250548,Ricky Martinez,MALE,21.0,United Kingdom,English,AI,0.0,100.0,2.6,False,0.73
FL250549,John Christian,MALE,22.0,Netherlands,Dutch,Cybersecurity,1.0,40.0,0.0,False,0.63
FL250550,Nancy Smith,FEMALE,28.0,United Kingdom,English,DevOps,3.0,20.0,2.6,True,0.79
FL250551,Cassandra Stephens,FEMALE,59.0,Argentina,Spanish,AI,9.0,20.0,4.1,False,0.75
FL250552,Miss Janet Donovan MD,FEMALE,28.0,France,French,Web Development,1.0,40.0,0.0,False,0.7
FL250553,Kristina Williams,FEMALE,40.0,Australia,English,DevOps,0.0,100.0,1.2,False,0.87
FL250554,Wayne Barnes,MALE,57.0,Italy,Italian,Blockchain Development,7.0,30.0,1.6,False,0.79
FL250555,James Hinton,MALE,47.0,Turkey,Turkish,DevOps,1.0,50.0,3.9,True,0.88
FL250556,David Spence,MALE,48.0,South Korea,Korean,Cybersecurity,21.0,40.0,0.0,True,0.79
FL250557,Tyler Cooper,MALE,28.0,United States,English,UI/UX Design,1.0,20.0,4.7,False,0.93
FL250558,Sean Martinez,MALE,41.0,Turkey,Turkish,Graphic Design,15.0,40.0,3.8,True,0.79
FL250559,Janet Barron,FEMALE,57.0,South Africa,Afrikaans,Cybersecurity,33.0,100.0,3.5,False,0.74
FL250560,Rodney Wilson,MALE,60.0,Argentina,Spanish,Graphic Design,39.0,75.0,4.0,False,0.7
FL250561,Kimberly Fitzgerald,FEMALE,48.0,Egypt,Arabic,Graphic Design,21.0,30.0,1.6,True,0.67
FL250562,Nicole Davis,FEMALE,24.0,France,French,Cybersecurity,5.0,40.0,3.0,False,0.86
FL250563,Elizabeth Hayes,FEMALE,33.0,Mexico,Spanish,DevOps,11.0,50.0,5.0,True,0.69
FL250564,Kathy Faulkner,FEMALE,20.0,Turkey,Turkish,Graphic Design,0.0,30.0,4.8,True,0.68
FL250565,John Gonzales,MALE,59.0,United Kingdom,English,DevOps,15.0,50.0,2.6,False,0.79
FL250566,Shannon Luna,FEMALE,42.0,China,Mandarin,DevOps,22.0,40.0,2.9,False,0.61
FL250567,Stephanie Burton,FEMALE,22.0,Turkey,Turkish,UI/UX Design,3.0,40.0,3.0,True,0.96
FL250568,Kevin Gonzales,MALE,41.0,Canada,English,Cybersecurity,11.0,50.0,3.5,True,0.68
FL250569,Dawn Hardy,FEMALE,25.0,Argentina,Spanish,Web Development,5.0,40.0,2.6,True,0.75
FL250570,Margaret Perkins,FEMALE,38.0,Canada,English,UI/UX Design,3.0,40.0,4.7,False,0.69
FL250571,Amanda Vargas,FEMALE,43.0,United States,English,DevOps,1.0,40.0,2.9,False,0.78
FL250572,Tonya Gonzalez,FEMALE,54.0,Mexico,Spanish,AI,1.0,75.0,4.4,True,0.79
FL250573,Elizabeth Bowman,FEMALE,31.0,Indonesia,Indonesian,Mobile Apps,2.0,40.0,2.3,False,0.98
FL250574,Ariana Pittman,FEMALE,56.0,Mexico,Spanish,AI,3.0,30.0,3.7,False,0.83
FL250575,Antonio Johnson,MALE,46.0,Mexico,Spanish,Graphic Design,11.0,40.0,1.8,True,0.91
FL250576,Justin Lang,MALE,60.0,Egypt,Arabic,AI,9.0,100.0,0.0,True,0.96
FL250577,Kelli Ramirez,FEMALE,28.0,South Korea,Korean,Graphic Design,2.0,50.0,2.6,True,0.85
FL250578,Deborah Torres,FEMALE,43.0,Indonesia,Indonesian,Web Development,20.0,30.0,2.7,False,0.72
FL250579,Joseph Horn,MALE,41.0,France,French,Web Development,11.0,20.0,4.7,False,0.69
FL250580,Christopher Robinson,MALE,41.0,United Kingdom,English,DevOps,0.0,20.0,3.1,False,0.9
FL250581,Sandra Mccormick,FEMALE,40.0,United Kingdom,English,Mobile Apps,20.0,20.0,2.3,False,0.92
FL250582,Michael Holland,MALE,45.0,Germany,German,DevOps,3.0,20.0,1.3,True,0.91
FL250583,Kenneth Stevenson,MALE,47.0,Egypt,Arabic,DevOps,28.0,50.0,2.9,True,0.79
FL250584,Timothy Bennett,MALE,34.0,India,Hindi,Data Analysis,0.0,40.0,3.3,False,0.98
FL250585,Gregory Randall,MALE,47.0,United States,English,UI/UX Design,4.0,20.0,4.2,False,0.82
FL250586,Charles Martinez,MALE,32.0,Mexico,Spanish,UI/UX Design,9.0,40.0,1.3,True,0.83
FL250587,James Hall,MALE,28.0,United Kingdom,English,Mobile Apps,2.0,100.0,4.4,True,0.79
FL250588,Michael Garcia,MALE,32.0,Australia,English,DevOps,1.0,100.0,3.4,True,0.79
FL250589,Michele Duran,FEMALE,49.0,Netherlands,Dutch,AI,2.0,100.0,3.4,True,0.85
FL250590,Jessica Gray,FEMALE,36.0,Argentina,Spanish,Mobile Apps,16.0,20.0,3.2,False,0.79
FL250591,Keith Shaffer,MALE,59.0,Mexico,Spanish,Blockchain Development,22.0,20.0,3.6,False,0.63
FL250592,Jessica Decker,FEMALE,52.0,Canada,English,Cybersecurity,22.0,20.0,0.0,False,0.79
FL250593,Brianna Pittman,FEMALE,24.0,China,Mandarin,Blockchain Development,5.0,40.0,1.8,True,0.86
FL250594,Kimberly Hunter,FEMALE,26.0,Australia,English,Graphic Design,2.0,75.0,2.5,True,0.6
FL250595,Daniel Martin,MALE,55.0,Canada,English,Cybersecurity,24.0,40.0,2.0,True,0.88
FL250596,Rachel Smith,FEMALE,56.0,Italy,Italian,Mobile Apps,37.0,40.0,0.0,False,0.7
FL250597,Michael Miller,MALE,36.0,France,French,Graphic Design,3.0,50.0,1.3,True,0.77
FL250598,Willie Clark,MALE,48.0,Argentina,Spanish,Web Development,18.0,75.0,0.0,False,0.8
FL250599,Jeremy Hernandez,MALE,55.0,Egypt,Arabic,Machine Learning,6.0,40.0,3.6,True,0.79
FL250600,Tina Shelton,FEMALE,56.0,Spain,Spanish,DevOps,17.0,40.0,1.3,False,0.87
FL250601,Dr. Pamela Larson,FEMALE,28.0,Canada,English,Blockchain Development,1.0,75.0,2.7,True,0.93
FL250602,Ryan Ewing,MALE,60.0,United States,English,AI,39.0,100.0,1.5,False,0.88
FL250603,Mark Cochran,MALE,34.0,South Korea,Korean,Blockchain Development,15.0,20.0,0.0,False,1.0
FL250604,Martha Carson,FEMALE,38.0,Indonesia,Indonesian,AI,13.0,40.0,0.0,True,0.61
FL250605,Heather Jackson,FEMALE,51.0,South Korea,Korean,Web Development,17.0,100.0,3.0,False,0.79
FL250606,Megan Young,FEMALE,21.0,Japan,Japanese,Mobile Apps,1.0,30.0,1.2,False,0.73
FL250607,Thomas Davis,MALE,35.0,Italy,Italian,UI/UX Design,16.0,40.0,1.3,True,0.64
FL250608,Thomas Mooney,MALE,27.0,Brazil,Portuguese,Web Development,9.0,100.0,2.6,True,0.79
FL250609,Susan Smith,FEMALE,42.0,Turkey,Turkish,Mobile Apps,20.0,50.0,3.8,False,0.93
FL250610,Brianna Orr,FEMALE,52.0,Canada,English,Blockchain Development,29.0,30.0,3.8,False,0.68
FL250611,Dustin Smith,MALE,53.0,South Korea,Korean,Web Development,21.0,40.0,4.7,True,0.62
FL250612,Sarah White,FEMALE,54.0,Italy,Italian,Mobile Apps,28.0,40.0,1.1,False,0.79
FL250613,Michael Davis,MALE,51.0,Japan,Japanese,Graphic Design,5.0,50.0,4.2,True,0.82
FL250614,Jennifer Phillips,FEMALE,30.0,South Korea,Korean,Web Development,0.0,40.0,0.0,False,0.79
FL250615,Dana Sanders,FEMALE,45.0,Netherlands,Dutch,Machine Learning,27.0,75.0,0.0,False,0.85
FL250616,Daniel Quinn,MALE,57.0,Indonesia,Indonesian,Graphic Design,26.0,100.0,2.4,True,0.78
FL250617,Matthew Steele,MALE,38.0,Turkey,Turkish,Blockchain Development,19.0,40.0,0.0,True,0.86
FL250618,Michele Taylor,FEMALE,42.0,Russia,Russian,DevOps,24.0,40.0,2.6,False,0.88
FL250619,Ashley Hammond,FEMALE,30.0,South Africa,Afrikaans,DevOps,7.0,30.0,3.3,False,0.68
FL250620,Nicole Taylor,FEMALE,43.0,Australia,English,Web Development,13.0,100.0,1.4,True,0.97
FL250621,Casey Bush,MALE,22.0,Egypt,Arabic,UI/UX Design,2.0,75.0,1.7,False,0.91
FL250622,Samuel Patterson,MALE,57.0,Mexico,Spanish,Machine Learning,37.0,30.0,4.8,False,0.79
FL250623,Craig Dennis,MALE,44.0,United Kingdom,English,Graphic Design,1.0,40.0,4.8,False,0.97
FL250624,Heidi Dixon,FEMALE,46.0,China,Mandarin,DevOps,5.0,30.0,2.0,True,0.64
FL250625,David Bishop,MALE,41.0,Spain,Spanish,Blockchain Development,1.0,50.0,2.8,False,0.87
FL250626,Laura Butler,FEMALE,34.0,Australia,English,Data Analysis,2.0,100.0,0.0,False,0.86
FL250627,Denise Erickson,FEMALE,46.0,Italy,Italian,Mobile Apps,9.0,100.0,4.4,True,0.97
FL250628,Nicole Austin,FEMALE,22.0,France,French,Blockchain Development,0.0,30.0,4.9,False,0.73
FL250629,Summer Williams,FEMALE,23.0,South Africa,Afrikaans,AI,0.0,75.0,2.3,False,0.6
FL250630,Angela Blackwell,FEMALE,60.0,Turkey,Turkish,Web Development,41.0,40.0,4.9,True,0.66
FL250631,Thomas Wall,MALE,20.0,Canada,English,DevOps,9.0,75.0,4.3,False,0.9
FL250632,Sarah Anderson,FEMALE,41.0,South Korea,Korean,UI/UX Design,23.0,75.0,1.4,False,0.79
FL250633,Christian Lane,MALE,24.0,France,French,Mobile Apps,0.0,100.0,2.6,False,0.79
FL250634,Todd Casey,MALE,44.0,Netherlands,Dutch,Machine Learning,4.0,40.0,1.3,True,0.77
FL250635,David Martinez,MALE,52.0,China,Mandarin,UI/UX Design,4.0,75.0,2.3,True,0.79
FL250636,Donald Salas,MALE,35.0,Spain,Spanish,Machine Learning,13.0,40.0,3.6,False,0.83
FL250637,Emma Hicks,FEMALE,24.0,Netherlands,Dutch,DevOps,2.0,50.0,2.6,False,0.64
FL250638,Alison Clark,FEMALE,46.0,Australia,English,Cybersecurity,25.0,100.0,1.3,False,0.8
FL250639,Andrew Barnes,MALE,57.0,Mexico,Spanish,Mobile Apps,18.0,30.0,1.1,False,0.9
FL250640,Gina Snyder,FEMALE,49.0,Mexico,Spanish,Web Development,24.0,50.0,0.0,False,0.94
FL250641,David Watson,MALE,41.0,Japan,Japanese,AI,7.0,40.0,1.8,False,0.7
FL250642,John Davis,MALE,22.0,Mexico,Spanish,Machine Learning,1.0,20.0,2.6,True,0.75
FL250643,Joseph Thomas,MALE,50.0,Australia,English,Blockchain Development,17.0,75.0,3.3,True,0.69
FL250644,Dean Finley,MALE,57.0,Germany,German,Graphic Design,4.0,30.0,4.2,False,0.79
FL250645,Ashley Kemp,FEMALE,47.0,Mexico,Spanish,AI,29.0,50.0,2.6,True,0.79
FL250646,Kenneth Evans,MALE,24.0,South Africa,Afrikaans,Data Analysis,2.0,100.0,3.8,True,0.71
FL250647,Brandon Newman,MALE,41.0,India,Hindi,Cybersecurity,9.0,100.0,4.8,True,0.72
FL250648,Katie Hensley,FEMALE,50.0,Germany,German,DevOps,10.0,100.0,4.3,False,0.93
FL250649,Joel Randolph,MALE,46.0,Brazil,Portuguese,Machine Learning,20.0,40.0,4.8,True,0.82
FL250650,Andrew Scott,MALE,51.0,Australia,English,Cybersecurity,9.0,40.0,2.6,False,0.6
FL250651,Zachary Ochoa,MALE,51.0,United Kingdom,English,AI,12.0,20.0,4.0,False,0.93
FL250652,John Arroyo,MALE,27.0,United Kingdom,English,AI,3.0,50.0,2.6,False,0.79
FL250653,Matthew Fernandez,MALE,42.0,Spain,Spanish,Web Development,13.0,30.0,0.0,False,0.74
FL250654,Benjamin Stark,MALE,25.0,Germany,German,UI/UX Design,4.0,40.0,2.3,True,0.73
FL250655,Tammy Greer,FEMALE,32.0,Germany,German,Data Analysis,9.0,75.0,2.6,False,0.96
FL250656,Cynthia Mckinney,FEMALE,59.0,Canada,English,Graphic Design,14.0,30.0,3.8,False,0.66
FL250657,Wendy Rice,FEMALE,59.0,France,French,Cybersecurity,37.0,30.0,4.0,False,0.62
FL250658,Randy Bender,MALE,29.0,Germany,German,Graphic Design,2.0,75.0,2.2,True,0.85
FL250659,Richard Dominguez,MALE,58.0,China,Mandarin,AI,11.0,100.0,4.3,False,0.66
FL250660,Melissa Maldonado,FEMALE,56.0,Canada,English,Cybersecurity,19.0,20.0,0.0,False,0.87
FL250661,Leah Harris,FEMALE,36.0,United States,English,Machine Learning,9.0,20.0,0.0,True,0.68
FL250662,Lynn French,FEMALE,52.0,Canada,English,UI/UX Design,16.0,100.0,4.0,True,0.79
FL250663,Angela Johnson,FEMALE,42.0,Netherlands,Dutch,Mobile Apps,8.0,50.0,2.6,False,0.79
FL250664,Sarah Edwards,FEMALE,59.0,India,Hindi,Mobile Apps,34.0,100.0,2.0,True,0.79
FL250665,Roy Collins,MALE,33.0,Netherlands,Dutch,Mobile Apps,5.0,50.0,4.7,True,0.88
FL250666,Samantha Porter,FEMALE,55.0,Canada,English,Web Development,14.0,50.0,3.6,True,0.81
FL250667,Juan Elliott,MALE,47.0,South Korea,Korean,UI/UX Design,17.0,50.0,1.2,False,0.79
FL250668,Elizabeth Phillips,FEMALE,29.0,Mexico,Spanish,AI,10.0,40.0,4.4,True,0.67
FL250669,Laura Evans,FEMALE,30.0,United Kingdom,English,DevOps,8.0,100.0,1.4,True,0.62
FL250670,Amanda Mitchell,FEMALE,25.0,Canada,English,DevOps,1.0,30.0,3.2,False,0.87
FL250671,Sandra Williams,FEMALE,28.0,Egypt,Arabic,Cybersecurity,10.0,40.0,3.8,True,0.98
FL250672,Eric Johnson,MALE,29.0,South Korea,Korean,Blockchain Development,0.0,75.0,1.5,True,0.64
FL250673,Javier Hobbs,MALE,30.0,Spain,Spanish,Graphic Design,4.0,40.0,2.8,True,0.71
FL250674,Jacob Jones,MALE,47.0,Egypt,Arabic,AI,2.0,50.0,2.7,False,0.96
FL250675,Zachary Murphy,MALE,34.0,Australia,English,Blockchain Development,10.0,30.0,3.9,False,0.79
FL250676,Joshua Owens,MALE,45.0,United States,English,Graphic Design,16.0,100.0,4.6,False,0.78
FL250677,Dawn Mitchell,FEMALE,56.0,Spain,Spanish,Cybersecurity,27.0,20.0,2.2,False,0.7
FL250678,Regina Dunn,FEMALE,49.0,China,Mandarin,DevOps,20.0,50.0,2.5,False,0.82
FL250679,Ernest Cole,MALE,48.0,France,French,AI,10.0,40.0,3.1,False,0.79
FL250680,Hannah Sanders,FEMALE,29.0,South Korea,Korean,Graphic Design,0.0,20.0,2.6,True,0.99
FL250681,Ellen Bowman,FEMALE,49.0,Netherlands,Dutch,Web Development,11.0,75.0,3.8,True,0.93
FL250682,Nancy Moore,FEMALE,22.0,China,Mandarin,Blockchain Development,1.0,100.0,4.8,True,0.75
FL250683,Joseph Wood,MALE,52.0,Mexico,Spanish,Graphic Design,30.0,100.0,2.5,False,0.61
FL250684,Michael Harrell,MALE,60.0,Canada,English,Blockchain Development,7.0,30.0,0.0,False,0.97
FL250685,Connie Mcclain,FEMALE,33.0,Japan,Japanese,UI/UX Design,0.0,100.0,1.7,True,0.95
FL250686,Matthew Baldwin,MALE,52.0,South Korea,Korean,Graphic Design,21.0,40.0,4.0,False,0.69
FL250687,Danielle Nelson,FEMALE,25.0,Germany,German,DevOps,7.0,100.0,1.9,False,0.63
FL250688,Steven Moore,MALE,33.0,Japan,Japanese,Cybersecurity,9.0,30.0,4.4,True,0.65
FL250689,Megan Hudson,FEMALE,33.0,China,Mandarin,Mobile Apps,9.0,40.0,4.2,True,0.9
FL250690,Lisa Johnson,FEMALE,52.0,Canada,English,UI/UX Design,25.0,100.0,4.8,False,0.79
FL250691,Tracy White,FEMALE,20.0,Indonesia,Indonesian,Web Development,1.0,30.0,2.0,False,0.89
FL250692,Natalie Diaz,FEMALE,43.0,Russia,Russian,Data Analysis,7.0,50.0,2.6,True,0.8
FL250693,Amanda Mitchell,FEMALE,31.0,France,French,Mobile Apps,9.0,50.0,1.4,False,0.8
FL250694,Karen Scott,FEMALE,29.0,Germany,German,Data Analysis,6.0,100.0,1.8,False,0.79
FL250695,Mary Brown,FEMALE,53.0,South Africa,Afrikaans,Graphic Design,35.0,40.0,0.0,True,0.67
FL250696,Jon Jones,MALE,38.0,India,Hindi,Mobile Apps,1.0,40.0,0.0,False,0.96
FL250697,Jason Phillips,MALE,29.0,Spain,Spanish,Graphic Design,9.0,20.0,0.0,False,0.9
FL250698,Eric Walsh,MALE,42.0,South Korea,Korean,UI/UX Design,0.0,40.0,3.9,False,0.62
FL250699,Carol Schneider,FEMALE,54.0,United States,English,Machine Learning,9.0,100.0,2.6,False,0.72
FL250700,Juan Hines,MALE,56.0,China,Mandarin,UI/UX Design,18.0,50.0,4.4,True,0.83
FL250701,Martha Sweeney,FEMALE,47.0,Turkey,Turkish,Graphic Design,22.0,100.0,4.4,False,0.7
FL250702,Jason Weaver,MALE,45.0,Russia,Russian,Blockchain Development,25.0,50.0,0.0,False,0.99
FL250703,Benjamin Stevens,MALE,45.0,China,Mandarin,Data Analysis,6.0,50.0,1.4,False,0.97
FL250704,Daniel Lopez,MALE,35.0,Canada,English,Machine Learning,10.0,20.0,3.2,True,0.77
FL250705,John Simpson,MALE,51.0,Canada,English,DevOps,4.0,50.0,2.0,False,0.92
FL250706,Katrina Schultz,FEMALE,34.0,Spain,Spanish,Mobile Apps,11.0,50.0,3.3,True,0.76
FL250707,Danielle Bell,FEMALE,51.0,Indonesia,Indonesian,Graphic Design,1.0,50.0,0.0,True,0.97
FL250708,Jason Brady,MALE,58.0,Egypt,Arabic,Graphic Design,35.0,100.0,2.3,True,0.79
FL250709,Megan Bright,FEMALE,36.0,Netherlands,Dutch,Web Development,17.0,20.0,0.0,True,0.99
FL250710,David Griffin,MALE,41.0,Russia,Russian,AI,12.0,30.0,2.6,True,0.79
FL250711,Michael Clark,MALE,56.0,South Africa,Afrikaans,Machine Learning,30.0,40.0,3.3,True,0.82
FL250712,Rebecca Barker,FEMALE,58.0,Canada,English,Cybersecurity,20.0,75.0,3.6,True,0.78
FL250713,Angela Smith,FEMALE,58.0,United States,English,Cybersecurity,22.0,100.0,3.7,False,0.79
FL250714,Christina Wright,FEMALE,54.0,United Kingdom,English,AI,32.0,20.0,3.4,False,0.79
FL250715,Todd Turner,MALE,53.0,Australia,English,UI/UX Design,9.0,50.0,4.0,True,0.72
FL250716,Elizabeth Green,FEMALE,43.0,Australia,English,Web Development,22.0,40.0,4.5,False,0.79
FL250717,Alex Smith,MALE,44.0,South Korea,Korean,Machine Learning,1.0,75.0,4.3,True,0.79
FL250718,Shane Hale,MALE,34.0,Canada,English,Cybersecurity,4.0,75.0,4.0,True,0.79
FL250719,Kathy Grimes,FEMALE,27.0,Brazil,Portuguese,Mobile Apps,8.0,50.0,1.6,True,0.79
FL250720,David Cherry,MALE,50.0,Japan,Japanese,Data Analysis,3.0,100.0,0.0,True,0.79
FL250721,Rachel Rogers,FEMALE,52.0,South Korea,Korean,UI/UX Design,30.0,75.0,2.6,False,0.94
FL250722,Travis Braun,MALE,57.0,Spain,Spanish,Blockchain Development,11.0,20.0,4.9,True,0.79
FL250723,Shawna Palmer,FEMALE,53.0,Mexico,Spanish,DevOps,8.0,20.0,2.8,True,0.79
FL250724,Bradley Gaines,MALE,51.0,Turkey,Turkish,UI/UX Design,11.0,30.0,3.6,True,0.77
FL250725,April Ford,FEMALE,37.0,Canada,English,Cybersecurity,9.0,50.0,2.6,True,0.84
FL250726,James Gonzalez,MALE,40.0,Spain,Spanish,Web Development,7.0,40.0,4.5,False,0.79
FL250727,John Castillo,MALE,60.0,Japan,Japanese,Data Analysis,24.0,40.0,3.1,False,0.69
FL250728,Ian Hayes,MALE,60.0,France,French,UI/UX Design,0.0,40.0,4.9,True,0.68
FL250729,Christine Castro,FEMALE,53.0,South Korea,Korean,UI/UX Design,21.0,30.0,4.2,True,0.73
FL250730,Jessica Chaney,FEMALE,20.0,Mexico,Spanish,Blockchain Development,0.0,75.0,3.2,True,0.74
FL250731,John Gray,MALE,42.0,Russia,Russian,Web Development,7.0,20.0,2.6,False,1.0
FL250732,Shane Booker,MALE,21.0,United Kingdom,English,Mobile Apps,3.0,40.0,0.0,False,0.87
FL250733,Kyle Hall,MALE,39.0,Germany,German,Web Development,21.0,100.0,2.2,False,0.79
FL250734,Ronald Munoz,MALE,32.0,India,Hindi,Blockchain Development,9.0,30.0,1.5,False,0.68
FL250735,Christopher Long,MALE,35.0,Germany,German,Data Analysis,9.0,100.0,2.6,False,0.84
FL250736,Sandra Ali,FEMALE,35.0,France,French,UI/UX Design,17.0,50.0,3.1,False,0.71
FL250737,Jessica Garza,FEMALE,23.0,Argentina,Spanish,UI/UX Design,0.0,75.0,0.0,False,0.92
FL250738,Gregory Waters,MALE,26.0,Netherlands,Dutch,AI,6.0,100.0,2.6,False,0.69
FL250739,Misty Adams,FEMALE,34.0,Canada,English,Machine Learning,3.0,40.0,0.0,True,0.71
FL250740,Megan Brown,FEMALE,34.0,Germany,German,Blockchain Development,3.0,40.0,2.6,False,0.77
FL250741,Gregory Brown,MALE,57.0,Italy,Italian,Web Development,31.0,50.0,3.0,True,0.87
FL250742,Scott Alexander MD,MALE,46.0,Canada,English,Web Development,5.0,30.0,2.6,False,0.76
FL250743,Eric Nguyen,MALE,55.0,India,Hindi,AI,37.0,75.0,4.1,False,0.79
FL250744,Wendy Boyer,FEMALE,32.0,Australia,English,DevOps,10.0,50.0,1.5,False,0.65
FL250745,Mark Clark,MALE,53.0,Indonesia,Indonesian,AI,28.0,50.0,2.9,True,0.82
FL250746,Carl Kline,MALE,59.0,Mexico,Spanish,AI,0.0,100.0,0.0,True,0.87
FL250747,Linda Williams,FEMALE,44.0,Netherlands,Dutch,Machine Learning,19.0,40.0,4.9,False,1.0
FL250748,Jason Edwards,MALE,35.0,Egypt,Arabic,Blockchain Development,9.0,50.0,3.0,False,0.71
FL250749,Madison Mcintosh,FEMALE,42.0,China,Mandarin,Machine Learning,5.0,30.0,4.9,True,0.87
FL250750,Desiree Winters,FEMALE,58.0,South Korea,Korean,Blockchain Development,0.0,30.0,4.6,False,0.7
FL250751,Ryan Taylor,MALE,41.0,Netherlands,Dutch,AI,21.0,100.0,2.2,True,0.83
FL250752,Patricia Scott,FEMALE,41.0,Argentina,Spanish,Web Development,0.0,40.0,2.6,True,0.74
FL250753,Erin Jimenez,FEMALE,23.0,Canada,English,Blockchain Development,0.0,30.0,1.1,True,0.86
