freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction
FL250535,Tony Lee,MALE,38,United States,English,Graphic Design,15,40,4.2,FALSE,0.88
FL250536,Catherine Mccoy MD,FEMALE,31,South Africa,Afrikaans,UI/UX Design,9,40,0,FALSE,0.91
FL250537,Maria Benitez,FEMALE,30,China,Mandarin,Mobile Apps,9,30,3.9,FALSE,0.65
FL250538,Joshua Chambers,MALE,51,Mexico,Spanish,UI/UX Design,22,20,3.4,TRUE,0.9
FL250539,Janice Daniels,FEMALE,21,Germany,German,DevOps,0,20,2.6,FALSE,0.72
FL250540,Carla Wood,FEMALE,20,Italy,Italian,DevOps,1,40,2.3,TRUE,0.72
FL250541,Kenneth Vasquez,MALE,30,Japan,Japanese,Blockchain Development,5,30,4.8,FALSE,0.79
FL250542,Kevin Smith,MALE,41,China,Mandarin,Data Analysis,0,40,4.5,FALSE,0.68
FL250543,Thomas Kim,MALE,22,Spain,Spanish,Blockchain Development,0,30,0,FALSE,0.87
FL250544,Sean Park,MALE,45,Mexico,Spanish,Cybersecurity,19,75,0,FALSE,0.72
FL250545,Judith Poole,FEMALE,22,Australia,English,Data Analysis,2,40,1.1,FALSE,0.76
FL250546,Melanie Baird,FEMALE,20,Turkey,Turkish,Mobile Apps,0,100,0,FALSE,0.63
FL250547,Erika Mitchell,FEMALE,20,Canada,English,Data Analysis,2,40,2.6,TRUE,0.91
FL250548,Ricky Martinez,MALE,21,United Kingdom,English,AI,0,100,2.6,FALSE,0.73
FL250549,John Christian,MALE,22,Netherlands,Dutch,Cybersecurity,1,40,0,FALSE,0.63
FL250550,Nancy Smith,FEMALE,28,United Kingdom,English,DevOps,3,20,2.6,TRUE,0.79
FL250551,Cassandra Stephens,FEMALE,59,Argentina,Spanish,AI,9,20,4.1,FALSE,0.75
FL250552,Miss Janet Donovan MD,FEMALE,28,France,French,Web Development,1,40,0,FALSE,0.7
FL250553,Kristina Williams,FEMALE,40,Australia,English,DevOps,0,100,1.2,FALSE,0.87
FL250554,Wayne Barnes,MALE,57,Italy,Italian,Blockchain Development,7,30,1.6,FALSE,0.79
FL250555,James Hinton,MALE,47,Turkey,Turkish,DevOps,1,50,3.9,TRUE,0.88
FL250556,David Spence,MALE,48,South Korea,Korean,Cybersecurity,21,40,0,TRUE,0.79
FL250557,Tyler Cooper,MALE,28,United States,English,UI/UX Design,1,20,4.7,FALSE,0.93
FL250558,Sean Martinez,MALE,41,Turkey,Turkish,Graphic Design,15,40,3.8,TRUE,0.79
FL250559,Janet Barron,FEMALE,57,South Africa,Afrikaans,Cybersecurity,33,100,3.5,FALSE,0.74
FL250560,Rodney Wilson,MALE,60,Argentina,Spanish,Graphic Design,39,75,4,FALSE,0.7
FL250561,Kimberly Fitzgerald,FEMALE,48,Egypt,Arabic,Graphic Design,21,30,1.6,TRUE,0.67
FL250562,Nicole Davis,FEMALE,24,France,French,Cybersecurity,5,40,3,FALSE,0.86
FL250563,Elizabeth Hayes,FEMALE,33,Mexico,Spanish,DevOps,11,50,5,TRUE,0.69
FL250564,Kathy Faulkner,FEMALE,20,Turkey,Turkish,Graphic Design,0,30,4.8,TRUE,0.68
FL250565,John Gonzales,MALE,59,United Kingdom,English,DevOps,15,50,2.6,FALSE,0.79
FL250566,Shannon Luna,FEMALE,42,China,Mandarin,DevOps,22,40,2.9,FALSE,0.61
FL250567,Stephanie Burton,FEMALE,22,Turkey,Turkish,UI/UX Design,3,40,3,TRUE,0.96
FL250568,Kevin Gonzales,MALE,41,Canada,English,Cybersecurity,11,50,3.5,TRUE,0.68
FL250569,Dawn Hardy,FEMALE,25,Argentina,Spanish,Web Development,5,40,2.6,TRUE,0.75
FL250570,Margaret Perkins,FEMALE,38,Canada,English,UI/UX Design,3,40,4.7,FALSE,0.69
FL250571,Amanda Vargas,FEMALE,43,United States,English,DevOps,1,40,2.9,FALSE,0.78
FL250572,Tonya Gonzalez,FEMALE,54,Mexico,Spanish,AI,1,75,4.4,TRUE,0.79
FL250573,Elizabeth Bowman,FEMALE,31,Indonesia,Indonesian,Mobile Apps,2,40,2.3,FALSE,0.98
FL250574,Ariana Pittman,FEMALE,56,Mexico,Spanish,AI,3,30,3.7,FALSE,0.83
FL250575,Antonio Johnson,MALE,46,Mexico,Spanish,Graphic Design,11,40,1.8,TRUE,0.91
FL250576,Justin Lang,MALE,60,Egypt,Arabic,AI,9,100,0,TRUE,0.96
FL250577,Kelli Ramirez,FEMALE,28,South Korea,Korean,Graphic Design,2,50,2.6,TRUE,0.85
FL250578,Deborah Torres,FEMALE,43,Indonesia,Indonesian,Web Development,20,30,2.7,FALSE,0.72
FL250579,Joseph Horn,MALE,41,France,French,Web Development,11,20,4.7,FALSE,0.69
FL250580,Christopher Robinson,MALE,41,United Kingdom,English,DevOps,0,20,3.1,FALSE,0.9
FL250581,Sandra Mccormick,FEMALE,40,United Kingdom,English,Mobile Apps,20,20,2.3,FALSE,0.92
FL250582,Michael Holland,MALE,45,Germany,German,DevOps,3,20,1.3,TRUE,0.91
FL250583,Kenneth Stevenson,MALE,47,Egypt,Arabic,DevOps,28,50,2.9,TRUE,0.79
FL250584,Timothy Bennett,MALE,34,India,Hindi,Data Analysis,0,40,3.3,FALSE,0.98
FL250585,Gregory Randall,MALE,47,United States,English,UI/UX Design,4,20,4.2,FALSE,0.82
FL250586,Charles Martinez,MALE,32,Mexico,Spanish,UI/UX Design,9,40,1.3,TRUE,0.83
FL250587,James Hall,MALE,28,United Kingdom,English,Mobile Apps,2,100,4.4,TRUE,0.79
FL250588,Michael Garcia,MALE,32,Australia,English,DevOps,1,100,3.4,TRUE,0.79
FL250589,Michele Duran,FEMALE,49,Netherlands,Dutch,AI,2,100,3.4,TRUE,0.85
FL250590,Jessica Gray,FEMALE,36,Argentina,Spanish,Mobile Apps,16,20,3.2,FALSE,0.79
FL250591,Keith Shaffer,MALE,59,Mexico,Spanish,Blockchain Development,22,20,3.6,FALSE,0.63
FL250592,Jessica Decker,FEMALE,52,Canada,English,Cybersecurity,22,20,0,FALSE,0.79
FL250593,Brianna Pittman,FEMALE,24,China,Mandarin,Blockchain Development,5,40,1.8,TRUE,0.86
FL250594,Kimberly Hunter,FEMALE,26,Australia,English,Graphic Design,2,75,2.5,TRUE,0.6
FL250595,Daniel Martin,MALE,55,Canada,English,Cybersecurity,24,40,2,TRUE,0.88
FL250596,Rachel Smith,FEMALE,56,Italy,Italian,Mobile Apps,37,40,0,FALSE,0.7
FL250597,Michael Miller,MALE,36,France,French,Graphic Design,3,50,1.3,TRUE,0.77
FL250598,Willie Clark,MALE,48,Argentina,Spanish,Web Development,18,75,0,FALSE,0.8
FL250599,Jeremy Hernandez,MALE,55,Egypt,Arabic,Machine Learning,6,40,3.6,TRUE,0.79
FL250600,Tina Shelton,FEMALE,56,Spain,Spanish,DevOps,17,40,1.3,FALSE,0.87
FL250601,Dr. Pamela Larson,FEMALE,28,Canada,English,Blockchain Development,1,75,2.7,TRUE,0.93
FL250602,Ryan Ewing,MALE,60,United States,English,AI,39,100,1.5,FALSE,0.88
FL250603,Mark Cochran,MALE,34,South Korea,Korean,Blockchain Development,15,20,0,FALSE,1
FL250604,Martha Carson,FEMALE,38,Indonesia,Indonesian,AI,13,40,0,TRUE,0.61
FL250605,Heather Jackson,FEMALE,51,South Korea,Korean,Web Development,17,100,3,FALSE,0.79
FL250606,Megan Young,FEMALE,21,Japan,Japanese,Mobile Apps,1,30,1.2,FALSE,0.73
FL250607,Thomas Davis,MALE,35,Italy,Italian,UI/UX Design,16,40,1.3,TRUE,0.64
FL250608,Thomas Mooney,MALE,27,Brazil,Portuguese,Web Development,9,100,2.6,TRUE,0.79
FL250609,Susan Smith,FEMALE,42,Turkey,Turkish,Mobile Apps,20,50,3.8,FALSE,0.93
FL250610,Brianna Orr,FEMALE,52,Canada,English,Blockchain Development,29,30,3.8,FALSE,0.68
FL250611,Dustin Smith,MALE,53,South Korea,Korean,Web Development,21,40,4.7,TRUE,0.62
FL250612,Sarah White,FEMALE,54,Italy,Italian,Mobile Apps,28,40,1.1,FALSE,0.79
FL250613,Michael Davis,MALE,51,Japan,Japanese,Graphic Design,5,50,4.2,TRUE,0.82
FL250614,Jennifer Phillips,FEMALE,30,South Korea,Korean,Web Development,0,40,0,FALSE,0.79
FL250615,Dana Sanders,FEMALE,45,Netherlands,Dutch,Machine Learning,27,75,0,FALSE,0.85
FL250616,Daniel Quinn,MALE,57,Indonesia,Indonesian,Graphic Design,26,100,2.4,TRUE,0.78
FL250617,Matthew Steele,MALE,38,Turkey,Turkish,Blockchain Development,19,40,0,TRUE,0.86
FL250618,Michele Taylor,FEMALE,42,Russia,Russian,DevOps,24,40,2.6,FALSE,0.88
FL250619,Ashley Hammond,FEMALE,30,South Africa,Afrikaans,DevOps,7,30,3.3,FALSE,0.68
FL250620,Nicole Taylor,FEMALE,43,Australia,English,Web Development,13,100,1.4,TRUE,0.97
FL250621,Casey Bush,MALE,22,Egypt,Arabic,UI/UX Design,2,75,1.7,FALSE,0.91
FL250622,Samuel Patterson,MALE,57,Mexico,Spanish,Machine Learning,37,30,4.8,FALSE,0.79
FL250623,Craig Dennis,MALE,44,United Kingdom,English,Graphic Design,1,40,4.8,FALSE,0.97
FL250624,Heidi Dixon,FEMALE,46,China,Mandarin,DevOps,5,30,2,TRUE,0.64
FL250625,David Bishop,MALE,41,Spain,Spanish,Blockchain Development,1,50,2.8,FALSE,0.87
FL250626,Laura Butler,FEMALE,34,Australia,English,Data Analysis,2,100,0,FALSE,0.86
FL250627,Denise Erickson,FEMALE,46,Italy,Italian,Mobile Apps,9,100,4.4,TRUE,0.97
FL250628,Nicole Austin,FEMALE,22,France,French,Blockchain Development,0,30,4.9,FALSE,0.73
FL250629,Summer Williams,FEMALE,23,South Africa,Afrikaans,AI,0,75,2.3,FALSE,0.6
FL250630,Angela Blackwell,FEMALE,60,Turkey,Turkish,Web Development,41,40,4.9,TRUE,0.66
FL250631,Thomas Wall,MALE,20,Canada,English,DevOps,9,75,4.3,FALSE,0.9
FL250632,Sarah Anderson,FEMALE,41,South Korea,Korean,UI/UX Design,23,75,1.4,FALSE,0.79
FL250633,Christian Lane,MALE,24,France,French,Mobile Apps,0,100,2.6,FALSE,0.79
FL250634,Todd Casey,MALE,44,Netherlands,Dutch,Machine Learning,4,40,1.3,TRUE,0.77
FL250635,David Martinez,MALE,52,China,Mandarin,UI/UX Design,4,75,2.3,TRUE,0.79
FL250636,Donald Salas,MALE,35,Spain,Spanish,Machine Learning,13,40,3.6,FALSE,0.83
FL250637,Emma Hicks,FEMALE,24,Netherlands,Dutch,DevOps,2,50,2.6,FALSE,0.64
FL250638,Alison Clark,FEMALE,46,Australia,English,Cybersecurity,25,100,1.3,FALSE,0.8
FL250639,Andrew Barnes,MALE,57,Mexico,Spanish,Mobile Apps,18,30,1.1,FALSE,0.9
FL250640,Gina Snyder,FEMALE,49,Mexico,Spanish,Web Development,24,50,0,FALSE,0.94
FL250641,David Watson,MALE,41,Japan,Japanese,AI,7,40,1.8,FALSE,0.7
FL250642,John Davis,MALE,22,Mexico,Spanish,Machine Learning,1,20,2.6,TRUE,0.75
FL250643,Joseph Thomas,MALE,50,Australia,English,Blockchain Development,17,75,3.3,TRUE,0.69
FL250644,Dean Finley,MALE,57,Germany,German,Graphic Design,4,30,4.2,FALSE,0.79
FL250645,Ashley Kemp,FEMALE,47,Mexico,Spanish,AI,29,50,2.6,TRUE,0.79
FL250646,Kenneth Evans,MALE,24,South Africa,Afrikaans,Data Analysis,2,100,3.8,TRUE,0.71
FL250647,Brandon Newman,MALE,41,India,Hindi,Cybersecurity,9,100,4.8,TRUE,0.72
FL250648,Katie Hensley,FEMALE,50,Germany,German,DevOps,10,100,4.3,FALSE,0.93
FL250649,Joel Randolph,MALE,46,Brazil,Portuguese,Machine Learning,20,40,4.8,TRUE,0.82
FL250650,Andrew Scott,MALE,51,Australia,English,Cybersecurity,9,40,2.6,FALSE,0.6
FL250651,Zachary Ochoa,MALE,51,United Kingdom,English,AI,12,20,4,FALSE,0.93
FL250652,John Arroyo,MALE,27,United Kingdom,English,AI,3,50,2.6,FALSE,0.79
FL250653,Matthew Fernandez,MALE,42,Spain,Spanish,Web Development,13,30,0,FALSE,0.74
FL250654,Benjamin Stark,MALE,25,Germany,German,UI/UX Design,4,40,2.3,TRUE,0.73
FL250655,Tammy Greer,FEMALE,32,Germany,German,Data Analysis,9,75,2.6,FALSE,0.96
FL250656,Cynthia Mckinney,FEMALE,59,Canada,English,Graphic Design,14,30,3.8,FALSE,0.66
FL250657,Wendy Rice,FEMALE,59,France,French,Cybersecurity,37,30,4,FALSE,0.62
FL250658,Randy Bender,MALE,29,Germany,German,Graphic Design,2,75,2.2,TRUE,0.85
FL250659,Richard Dominguez,MALE,58,China,Mandarin,AI,11,100,4.3,FALSE,0.66
FL250660,Melissa Maldonado,FEMALE,56,Canada,English,Cybersecurity,19,20,0,FALSE,0.87
FL250661,Leah Harris,FEMALE,36,United States,English,Machine Learning,9,20,0,TRUE,0.68
FL250662,Lynn French,FEMALE,52,Canada,English,UI/UX Design,16,100,4,TRUE,0.79
FL250663,Angela Johnson,FEMALE,42,Netherlands,Dutch,Mobile Apps,8,50,2.6,FALSE,0.79
FL250664,Sarah Edwards,FEMALE,59,India,Hindi,Mobile Apps,34,100,2,TRUE,0.79
FL250665,Roy Collins,MALE,33,Netherlands,Dutch,Mobile Apps,5,50,4.7,TRUE,0.88
FL250666,Samantha Porter,FEMALE,55,Canada,English,Web Development,14,50,3.6,TRUE,0.81
FL250667,Juan Elliott,MALE,47,South Korea,Korean,UI/UX Design,17,50,1.2,FALSE,0.79
FL250668,Elizabeth Phillips,FEMALE,29,Mexico,Spanish,AI,10,40,4.4,TRUE,0.67
FL250669,Laura Evans,FEMALE,30,United Kingdom,English,DevOps,8,100,1.4,TRUE,0.62
FL250670,Amanda Mitchell,FEMALE,25,Canada,English,DevOps,1,30,3.2,FALSE,0.87
FL250671,Sandra Williams,FEMALE,28,Egypt,Arabic,Cybersecurity,10,40,3.8,TRUE,0.98
FL250672,Eric Johnson,MALE,29,South Korea,Korean,Blockchain Development,0,75,1.5,TRUE,0.64
FL250673,Javier Hobbs,MALE,30,Spain,Spanish,Graphic Design,4,40,2.8,TRUE,0.71
FL250674,Jacob Jones,MALE,47,Egypt,Arabic,AI,2,50,2.7,FALSE,0.96
FL250675,Zachary Murphy,MALE,34,Australia,English,Blockchain Development,10,30,3.9,FALSE,0.79
FL250676,Joshua Owens,MALE,45,United States,English,Graphic Design,16,100,4.6,FALSE,0.78
FL250677,Dawn Mitchell,FEMALE,56,Spain,Spanish,Cybersecurity,27,20,2.2,FALSE,0.7
FL250678,Regina Dunn,FEMALE,49,China,Mandarin,DevOps,20,50,2.5,FALSE,0.82
FL250679,Ernest Cole,MALE,48,France,French,AI,10,40,3.1,FALSE,0.79
FL250680,Hannah Sanders,FEMALE,29,South Korea,Korean,Graphic Design,0,20,2.6,TRUE,0.99
FL250681,Ellen Bowman,FEMALE,49,Netherlands,Dutch,Web Development,11,75,3.8,TRUE,0.93
FL250682,Nancy Moore,FEMALE,22,China,Mandarin,Blockchain Development,1,100,4.8,TRUE,0.75
FL250683,Joseph Wood,MALE,52,Mexico,Spanish,Graphic Design,30,100,2.5,FALSE,0.61
FL250684,Michael Harrell,MALE,60,Canada,English,Blockchain Development,7,30,0,FALSE,0.97
FL250685,Connie Mcclain,FEMALE,33,Japan,Japanese,UI/UX Design,0,100,1.7,TRUE,0.95
FL250686,Matthew Baldwin,MALE,52,South Korea,Korean,Graphic Design,21,40,4,FALSE,0.69
FL250687,Danielle Nelson,FEMALE,25,Germany,German,DevOps,7,100,1.9,FALSE,0.63
FL250688,Steven Moore,MALE,33,Japan,Japanese,Cybersecurity,9,30,4.4,TRUE,0.65
FL250689,Megan Hudson,FEMALE,33,China,Mandarin,Mobile Apps,9,40,4.2,TRUE,0.9
FL250690,Lisa Johnson,FEMALE,52,Canada,English,UI/UX Design,25,100,4.8,FALSE,0.79
FL250691,Tracy White,FEMALE,20,Indonesia,Indonesian,Web Development,1,30,2,FALSE,0.89
FL250692,Natalie Diaz,FEMALE,43,Russia,Russian,Data Analysis,7,50,2.6,TRUE,0.8
FL250693,Amanda Mitchell,FEMALE,31,France,French,Mobile Apps,9,50,1.4,FALSE,0.8
FL250694,Karen Scott,FEMALE,29,Germany,German,Data Analysis,6,100,1.8,FALSE,0.79
FL250695,Mary Brown,FEMALE,53,South Africa,Afrikaans,Graphic Design,35,40,0,TRUE,0.67
FL250696,Jon Jones,MALE,38,India,Hindi,Mobile Apps,1,40,0,FALSE,0.96
FL250697,Jason Phillips,MALE,29,Spain,Spanish,Graphic Design,9,20,0,FALSE,0.9
FL250698,Eric Walsh,MALE,42,South Korea,Korean,UI/UX Design,0,40,3.9,FALSE,0.62
FL250699,Carol Schneider,FEMALE,54,United States,English,Machine Learning,9,100,2.6,FALSE,0.72
FL250700,Juan Hines,MALE,56,China,Mandarin,UI/UX Design,18,50,4.4,TRUE,0.83
FL250701,Martha Sweeney,FEMALE,47,Turkey,Turkish,Graphic Design,22,100,4.4,FALSE,0.7
FL250702,Jason Weaver,MALE,45,Russia,Russian,Blockchain Development,25,50,0,FALSE,0.99
FL250703,Benjamin Stevens,MALE,45,China,Mandarin,Data Analysis,6,50,1.4,FALSE,0.97
FL250704,Daniel Lopez,MALE,35,Canada,English,Machine Learning,10,20,3.2,TRUE,0.77
FL250705,John Simpson,MALE,51,Canada,English,DevOps,4,50,2,FALSE,0.92
FL250706,Katrina Schultz,FEMALE,34,Spain,Spanish,Mobile Apps,11,50,3.3,TRUE,0.76
FL250707,Danielle Bell,FEMALE,51,Indonesia,Indonesian,Graphic Design,1,50,0,TRUE,0.97
FL250708,Jason Brady,MALE,58,Egypt,Arabic,Graphic Design,35,100,2.3,TRUE,0.79
FL250709,Megan Bright,FEMALE,36,Netherlands,Dutch,Web Development,17,20,0,TRUE,0.99
FL250710,David Griffin,MALE,41,Russia,Russian,AI,12,30,2.6,TRUE,0.79
FL250711,Michael Clark,MALE,56,South Africa,Afrikaans,Machine Learning,30,40,3.3,TRUE,0.82
FL250712,Rebecca Barker,FEMALE,58,Canada,English,Cybersecurity,20,75,3.6,TRUE,0.78
FL250713,Angela Smith,FEMALE,58,United States,English,Cybersecurity,22,100,3.7,FALSE,0.79
FL250714,Christina Wright,FEMALE,54,United Kingdom,English,AI,32,20,3.4,FALSE,0.79
FL250715,Todd Turner,MALE,53,Australia,English,UI/UX Design,9,50,4,TRUE,0.72
FL250716,Elizabeth Green,FEMALE,43,Australia,English,Web Development,22,40,4.5,FALSE,0.79
FL250717,Alex Smith,MALE,44,South Korea,Korean,Machine Learning,1,75,4.3,TRUE,0.79
FL250718,Shane Hale,MALE,34,Canada,English,Cybersecurity,4,75,4,TRUE,0.79
FL250719,Kathy Grimes,FEMALE,27,Brazil,Portuguese,Mobile Apps,8,50,1.6,TRUE,0.79
FL250720,David Cherry,MALE,50,Japan,Japanese,Data Analysis,3,100,0,TRUE,0.79
FL250721,Rachel Rogers,FEMALE,52,South Korea,Korean,UI/UX Design,30,75,2.6,FALSE,0.94
FL250722,Travis Braun,MALE,57,Spain,Spanish,Blockchain Development,11,20,4.9,TRUE,0.79
FL250723,Shawna Palmer,FEMALE,53,Mexico,Spanish,DevOps,8,20,2.8,TRUE,0.79
FL250724,Bradley Gaines,MALE,51,Turkey,Turkish,UI/UX Design,11,30,3.6,TRUE,0.77
FL250725,April Ford,FEMALE,37,Canada,English,Cybersecurity,9,50,2.6,TRUE,0.84
FL250726,James Gonzalez,MALE,40,Spain,Spanish,Web Development,7,40,4.5,FALSE,0.79
FL250727,John Castillo,MALE,60,Japan,Japanese,Data Analysis,24,40,3.1,FALSE,0.69
FL250728,Ian Hayes,MALE,60,France,French,UI/UX Design,0,40,4.9,TRUE,0.68
FL250729,Christine Castro,FEMALE,53,South Korea,Korean,UI/UX Design,21,30,4.2,TRUE,0.73
FL250730,Jessica Chaney,FEMALE,20,Mexico,Spanish,Blockchain Development,0,75,3.2,TRUE,0.74
FL250731,John Gray,MALE,42,Russia,Russian,Web Development,7,20,2.6,FALSE,1
FL250732,Shane Booker,MALE,21,United Kingdom,English,Mobile Apps,3,40,0,FALSE,0.87
FL250733,Kyle Hall,MALE,39,Germany,German,Web Development,21,100,2.2,FALSE,0.79
FL250734,Ronald Munoz,MALE,32,India,Hindi,Blockchain Development,9,30,1.5,FALSE,0.68
FL250735,Christopher Long,MALE,35,Germany,German,Data Analysis,9,100,2.6,FALSE,0.84
FL250736,Sandra Ali,FEMALE,35,France,French,UI/UX Design,17,50,3.1,FALSE,0.71
FL250737,Jessica Garza,FEMALE,23,Argentina,Spanish,UI/UX Design,0,75,0,FALSE,0.92
FL250738,Gregory Waters,MALE,26,Netherlands,Dutch,AI,6,100,2.6,FALSE,0.69
FL250739,Misty Adams,FEMALE,34,Canada,English,Machine Learning,3,40,0,TRUE,0.71
FL250740,Megan Brown,FEMALE,34,Germany,German,Blockchain Development,3,40,2.6,FALSE,0.77
FL250741,Gregory Brown,MALE,57,Italy,Italian,Web Development,31,50,3,TRUE,0.87
FL250742,Scott Alexander MD,MALE,46,Canada,English,Web Development,5,30,2.6,FALSE,0.76
FL250743,Eric Nguyen,MALE,55,India,Hindi,AI,37,75,4.1,FALSE,0.79
FL250744,Wendy Boyer,FEMALE,32,Australia,English,DevOps,10,50,1.5,FALSE,0.65
FL250745,Mark Clark,MALE,53,Indonesia,Indonesian,AI,28,50,2.9,TRUE,0.82
FL250746,Carl Kline,MALE,59,Mexico,Spanish,AI,0,100,0,TRUE,0.87
FL250747,Linda Williams,FEMALE,44,Netherlands,Dutch,Machine Learning,19,40,4.9,FALSE,1
FL250748,Jason Edwards,MALE,35,Egypt,Arabic,Blockchain Development,9,50,3,FALSE,0.71
FL250749,Madison Mcintosh,FEMALE,42,China,Mandarin,Machine Learning,5,30,4.9,TRUE,0.87
FL250750,Desiree Winters,FEMALE,58,South Korea,Korean,Blockchain Development,0,30,4.6,FALSE,0.7
FL250751,Ryan Taylor,MALE,41,Netherlands,Dutch,AI,21,100,2.2,TRUE,0.83
FL250752,Patricia Scott,FEMALE,41,Argentina,Spanish,Web Development,0,40,2.6,TRUE,0.74
FL250753,Erin Jimenez,FEMALE,23,Canada,English,Blockchain Development,0,30,1.1,TRUE,0.86
FL250754,Anthony Krause,MALE,51,China,Mandarin,Blockchain Development,17,40,4.5,TRUE,0.72
FL250755,Diane Dean,FEMALE,42,France,French,AI,21,40,2.5,TRUE,0.73
FL250756,Stuart Mckinney,MALE,26,Japan,Japanese,Data Analysis,7,75,2.9,FALSE,0.78
FL250757,Kellie Le,FEMALE,49,Indonesia,Indonesian,AI,22,75,0,TRUE,0.79
FL250758,Lauren Henry,FEMALE,37,Italy,Italian,DevOps,9,75,3.5,FALSE,0.75
FL250759,Brandon Fox,MALE,31,Australia,English,AI,1,40,4.5,FALSE,0.96
FL250760,Richard Smith,MALE,51,South Korea,Korean,Mobile Apps,5,40,1.7,TRUE,0.61
FL250761,John White,MALE,60,China,Mandarin,DevOps,40,50,4.6,TRUE,1
FL250762,Gilbert Mcintyre,MALE,51,Canada,English,Blockchain Development,19,50,2.6,TRUE,0.82
FL250763,Christopher Sparks,MALE,37,Germany,German,Graphic Design,12,40,4.9,TRUE,0.8
FL250764,Aaron Hicks,MALE,52,India,Hindi,Blockchain Development,7,40,2.2,FALSE,0.96
FL250765,Jose Patterson,MALE,27,Indonesia,Indonesian,Blockchain Development,4,20,2.6,FALSE,0.63
FL250766,Bryan Long,MALE,48,Australia,English,Graphic Design,24,40,2.2,FALSE,0.67
FL250767,Tammy Gomez,FEMALE,22,Japan,Japanese,Data Analysis,1,30,3.3,TRUE,0.61
FL250768,Diana Raymond,FEMALE,48,Germany,German,Mobile Apps,28,30,4.9,FALSE,0.77
FL250769,Jessica Armstrong,FEMALE,54,United States,English,Mobile Apps,19,75,0,FALSE,0.79
FL250770,Amanda Martin,FEMALE,52,South Korea,Korean,Data Analysis,4,50,2.6,FALSE,0.84
FL250771,Anne Hamilton,FEMALE,39,Turkey,Turkish,Web Development,20,100,2.6,TRUE,0.89
FL250772,Heather Curtis,FEMALE,54,Russia,Russian,Mobile Apps,19,30,4,FALSE,0.9
FL250773,Tiffany Moses,FEMALE,22,United States,English,Cybersecurity,1,20,4.8,FALSE,0.87
FL250774,Jacqueline Moon,FEMALE,29,South Africa,Afrikaans,Mobile Apps,8,50,0,FALSE,0.77
FL250775,James Campbell,MALE,23,Spain,Spanish,DevOps,3,30,1.6,TRUE,0.72
FL250776,Melissa Vasquez,FEMALE,58,Mexico,Spanish,DevOps,30,50,1.3,TRUE,0.87
FL250777,Katherine Carlson,FEMALE,56,China,Mandarin,Blockchain Development,3,40,4.1,TRUE,0.89
FL250778,Adam Clay,MALE,48,Turkey,Turkish,Web Development,19,40,1.5,FALSE,0.87
FL250779,Amy Combs,FEMALE,31,Russia,Russian,Mobile Apps,11,40,4.3,TRUE,0.76
FL250780,Anthony Case,MALE,44,Australia,English,Machine Learning,26,50,1.6,FALSE,1
FL250781,Kimberly Brown,FEMALE,42,Egypt,Arabic,Mobile Apps,10,100,3.7,TRUE,0.94
FL250782,Joshua Holloway,MALE,59,United States,English,Cybersecurity,17,50,1.4,TRUE,0.79
FL250783,Cynthia Walton,FEMALE,41,Argentina,Spanish,Blockchain Development,9,100,4.5,TRUE,0.83
FL250784,Shawn Delgado,MALE,21,China,Mandarin,Data Analysis,0,40,3.7,FALSE,0.74
FL250785,Jeremy Smith,MALE,53,United Kingdom,English,DevOps,5,75,1.1,FALSE,0.92
FL250786,Marc Ortiz,MALE,35,Argentina,Spanish,Mobile Apps,15,40,3.7,FALSE,0.66
FL250787,Michelle Gregory,FEMALE,25,Brazil,Portuguese,Machine Learning,3,50,3.2,TRUE,0.74
FL250788,Melanie Gay,FEMALE,23,Italy,Italian,UI/UX Design,1,30,5,FALSE,0.97
FL250789,Brittany Lambert,FEMALE,56,Egypt,Arabic,Graphic Design,13,30,0,FALSE,0.77
FL250790,Mary Hernandez,FEMALE,31,Mexico,Spanish,UI/UX Design,6,40,3.5,FALSE,0.86
FL250791,Jonathan Jones,MALE,24,United States,English,Cybersecurity,4,50,3.1,FALSE,0.95
FL250792,Gina Williams,FEMALE,35,Brazil,Portuguese,Cybersecurity,7,40,3.9,FALSE,0.72
FL250793,Kelly Lawson,FEMALE,20,Spain,Spanish,AI,1,40,3.5,FALSE,0.71
FL250794,Keith Smith,MALE,26,Australia,English,Data Analysis,5,100,2.5,TRUE,0.93
FL250795,Christopher Hunter,MALE,54,United Kingdom,English,DevOps,29,40,3.1,TRUE,0.79
FL250796,Dwayne Parks,MALE,53,Russia,Russian,Cybersecurity,12,100,4.7,TRUE,0.87
FL250797,Mary Hall,FEMALE,33,Canada,English,DevOps,4,40,1.9,FALSE,0.73
FL250798,Jake Gilmore,MALE,43,Netherlands,Dutch,Web Development,12,40,1.6,TRUE,0.74
FL250799,Mark Lopez,MALE,37,Canada,English,DevOps,3,20,2.5,FALSE,0.62
FL250800,Dana Rice,FEMALE,58,France,French,Data Analysis,15,20,3.5,FALSE,0.98
FL250801,Beth Young,FEMALE,39,Spain,Spanish,Mobile Apps,15,50,2.6,FALSE,0.8
FL250802,Ryan Powell,MALE,43,Turkey,Turkish,Graphic Design,13,20,1.2,TRUE,0.69
FL250803,Amanda Fowler,FEMALE,40,Spain,Spanish,Blockchain Development,20,30,2.6,FALSE,0.9
FL250804,Lindsay Rivera,FEMALE,51,United Kingdom,English,Machine Learning,30,75,2.6,TRUE,0.74
